,Class,Data,char_length,word_count
526,-1,"like cho bác. tui là nạn nhân, ông ngoại z3 của tui mua được tròn 1 năm. giờ đã liệt dương màn hình tại vùng cảm ứng thanh công cụ nhanh. để nguyên trạng xài thì tạm được nhưng rất bất tiện vì không thể kéo xuống thanh công cụ nhanh khi đang ở màn hình dọc. thay màn hình thì chi phí không mềm chút nào cộng thêm cảo giác bất an!. chia tay sọ nỹ từ đây!",348,79
527,-1,"thiết kế gì thế này, thôi rồi sony mất chất thật rồi, nhìn như hãng nào khác chứ không phải sony nữa.",101,22
528,-1,trông giống obi nhỉ. phần dư trên và dưới màn hình quá nhiều vậy mà còn thêm phím ảo tròn màn hình nữa.không xứng làm flagship.,127,26
529,-1,"xin chúc mừng, sony đã bước được một chân ra khỏi cuộc đua smartphone. hết thời nét như sony rồi. dự báo tương lai gần sẽ không còn thương hiệu điện thoại tên là sony nữa.",171,36
530,-1,tôi sợ sony lắm rồi,19,5
531,-1,"trên dưới màn hình dày như vậy thì thua, sony quá bảo thủ",57,13
532,-1,qua xấu,7,2
533,-1,mẫu nào tốt nhất hiện đai nhất cũng không bằng iphone 3 của apple,65,14
534,-1,cũng đẹp nhưng hàng china không thích,37,7
535,-1,"đẹp vãi, tiếc là đồ tq . cả đời này nó không có cơ hội để mình sở hữu rồi cười",76,21
536,-1,mới được dùng ổ cắm đa năng xiaomi. cảm nhận thất vọng với giá hơn 200k,71,16
537,-1,đang hay cho tới khi đọc đến pin . không hiểu sao con máy to thế lại nhét viên pin dung lượng tý xíu vào.,107,25
538,-1,pin yếu thế thì không ổn với máy 6 rồi. thà bỏ thêm tiền mua galaxy a9 pro,75,18
539,-1,màn hiinh 6 inch pin 2700 mah ?? chắc phải kè kè cục pin du phong !,67,17
540,-1,"màn hình 6in mà pin 2700mah, bó tay với thiết kế của sony.",58,13
541,-1,"viền càng mỏng càng khó sử dụng, cầm trên tay mà cứ như sắp tuột mất vậy",72,17
542,-1,"thiết kế thì đẹp nhưng pin kém, hiệu năng cũng lởm, con chip helio p10 này rất lởm, điểm cpu và gpu đều lởm, nếu được trang bị chip snapdragon 652 thì ngon quá",157,34
543,-1,"nhìn cũng thích mà ngán 2 thứ pin quá ít chip mtk hichic tôi không rành chip, nhưng nghe hàng đài loan giá rẻ hơi ngại, bị asus, acer sợ rồi",145,31
544,-1,pin thế là kg mua,17,5
545,-1,màn hình to mà pin yếu vậy chắc cả ngày sạc pin hoài,52,13
546,-1,"mẫu sony z untral trước đây phiên bản 2, mỗi tội pin cấu hình không thay đổi ngang tầm các dòng máy hiện tại",107,25
547,-1,"2 hãng bảo mật số 1, nổ sô1 và cũng rớt giá số 1. vâng, chỉ có thể là bb và vẫn chỉ có thể là bphone !",102,28
548,-1,"mấy ai cảm nhận được sự tinh tế và đẳng cấp khi cầm 1 chiếc bb với bàn phím qwerty. nhưng công nghệ thì luôn luôn cải tiến và phát triển và đó cũng là cái mà bb đã không làm được, và họ còn mất luôn cả chính kiến của mình khi chạy theo mảng full touch và làm mất đi cái truyền thống.",283,65
549,-1,bàn phím vuốt học hỏi từ samsung ok hết nhé! mình chưa xài bb full cảm ứng nên không rõ nhưng q10 xài rồi thì quả thật chẳng làm được j nhiều ngoài nghe gọi. lướt web dùng trình duyệt của bb vẫn bị đơ.,198,45
550,-1,"bb10 bàn phím q5, q10, q20 được đánh giá là không tiện bằng 99xx",61,14
551,-1,chỉ 1 nhận xét xấu tệ!còn khả năng bảo mật cao hay thấp còn tùy người sử dụng.,79,18
552,-1,không mấy người dùng cần phải có bảo mật nhiều như vậy. những người không cần nhiều gấp mấy lần số nguồi cần. có thể đã đi sai hướng ....,137,30
553,-1,mất bản sắc quá bb ơi!,22,6
554,-1,"yêu blackberry củng chỉ ở hệ điều hành, bàn phím... bỏ hai cái này thì không còn giá trị của nó nữa, em này bỏ cái chữ blackberry phía trước và cho vào màn hình mấy cái phím cảm ứng...như loạt smartphones rẻ tiền của anh tq... ông ceo chen nầy đang muốn trung quốc thâu tóm blackberry nên mới thế này...",303,62
555,-1,"bảo mật nhất thế giới nhưng máy của em thì chỉ có vào mạng đọc báo thì cần gì nhất thế giới và đa số người dùng cũng vậy, muốn bảo mật thì tốt hơn hết là dùng con 1100",167,40
556,-1,ngay tan cua bb da den,22,6
557,-1,"haiz, bảo mật để làm gì? trong khi phần lớn người tiêu dùng phổ thông cần đến là ngon, bổ và rẻ, đang chờ cập nhật os 10.3.3 cho con z30 mà đã leo cây cả tháng rồi, có ai như tui không?",185,43
558,-1,giống điện thoại trung quốc ghê,31,6
559,-1,gan quá! dám tự xưng bảo nhất tg. bb tuổi gì cơ chứ? cho lên sao hỏa bây giờ hýhý,81,20
560,-1,bb này ra giá 3 3.5tr có lẽ mới cảm thấy shock chứ giá này thì shoot luôn.,74,17
561,-1,se tiếp à ? khả năng sẽ ế là rất cao !,42,14
562,-1,tôi không hiểu những người dùng iphone nghĩ gì.1 cái điện thoại với cấu hình phổ thông mà giá bán trên trời.thiết kế thì sấu hơn mấy con máy tq.thế mà cứ cho là đẳng cấp này nọ.đẳng cấp gì mà chỉ có 1 2 chục triệu vậy .có rẻ quá không,234,51
563,-1,"thất vọng, cảm giác mọi thứ làm nên ip đã thật sự ra đi theo ông steven jobs.",77,18
564,-1,năm sau mới ra màn hình cong tràn viền thì có mà ăn sái của ss à. thất vọng,75,19
565,-1,cảm biến vân tay em say xỉn bị vợ dí vào xem hết tin nhắn với tài khoản ngân hàng còn bao nhiêu. bước đột phá công nghệ quá tồi tệ. giờ con 6s em dùng chẳng khác nào ip5,169,40
566,-1,"samsung galaxy s6 dùng đúng 1 năm 10 ngày là bị chết màn hình, tưởng mình xui hoá ra khi đem xuống trung tâm bảo hành gặp toàn khách bị lỗi màn hình, có cả s7 nữa. vĩnh biệt samsung từ đây",188,42
567,-1,"vậy mà nói apple, sam cũng cạn ý tưởng thiết kế rồi. cười",56,13
568,-1,nếu mà 5.8 thì to quá,21,6
569,-1,"quá thất vọng, những người phát triển iphone đúng là đã hết ý tưởng.",68,14
570,-1,ý tưởng thiết kế iphone của ép pồ lụi tàn! quá nghèo!,53,11
571,-1,không hiểu sao tôi thấy xấu thật iphone 6 còn đẹp hơn,49,12
572,-1,"có ai thấy nó còn xấu hơn mấy điện thoại của trung quốc không ??? dự là sẽ có thánh vào comment, xấu xấu nhưng doanh thu vẫn cao, nên trả lời luôn, hãy đợi đi rồi biết.",168,38
573,-1,quá xấu,7,2
574,-1,so với đàn em 5s thì thua xa.,29,8
575,-1,"thật tuyệt! cai điện thoại thể hiện đẳng cấp,cái điện thoại dẫn đầu xu thế công nghệ,cái điện thoại của tương lai. thật tuyệt! xấu bền vững",115,24
576,-1,càng ngày càng xấu và nhảm,26,6
577,-1,"tôi sử dụng iphone từ khi mới ra cho đến nay.và cho đến hôm nay tôi buộc lòng phải chuyển qua samsung s7 edge vì thiết kế màn hình cong độc đáo, hệ điều hành android đã được cải tiêan mượt mà hơn.tôi cảm thấy iphone hiện nay về thiết kêa không có gi mới mẽ hdh thì gò bó buồn tẻ.chọn samsung s7 edge cho hợp đòng mới là một lựa chọn tôi cảm thấy hài lòng cho đến nay!chia tay apple iphone",388,84
578,-1,cuộc vui nào rồi cũng tan makapple cạn ý tưởng rồi,50,11
579,-1,đẹp tệ hại,10,3
580,-1,đợi ip8 vậy,11,3
581,-1,xấu tệ hại,10,3
582,-1,cái viền camera sau xấu kinh khủng ! thất vọng quá trời ! thà để cái camera lồi như 6 6s thì còn đẹp hơn nhiều !,112,26
583,-1,"nếu iphone 7 mà như thế nào thì chẳng có gì gọi là đột phá hay đổi mới ở đây cả. mình rất yêu thích cảm ứng của apple vì n rất mượt và đã trở thành thương hiệu. nhưng với thiết kế như thế nào và mức giá quá cao so với chất lượng mình sẽ quay sang sử dụng samsung, tuy có cảm ứng không mượt bằng nhưng mọi thứ khác n đều vượt trội kể cả kiểu dáng bên ngoài.",340,79
584,-1,"mua 6s phần cứng mạnh hơn nhiều, còn chạy mượt được 2 3 năm nữa. mua 6 bây giờ phí tiền, không rẻ hơn được bao nhiêu.",111,27
585,-1,"nếu đúng thế thì tôi sẽ tạm chuyển xài samsung xem sao, năm nào cũng mua iphone nhưng nhìn thiết kế này thấy apple như đang hiếp dâm những khách hàng trung thành của mình",170,35
586,-1,ngày tàn của samsung!,21,4
587,-1,ngoại hình của em ấy xấu quá,29,7
588,-1,không bang cai điện thoại china. nhin như đeo them cai kieng boi vay hoc them htc sony đi,78,18
589,-1,"quá bình thường nuôn, điện thoại bây giờ đa số đều có!?!",56,12
590,-1,cứ nghĩ note 7 tới sẽ có camera 4k buồn,37,10
591,-1,"thấy chạnh lòng quá, một thời đình đám nay còn đâu bphone.",60,13
592,-1,nhọ,3,1
593,-1,tui sợ nhất là lg g3 g4 đừng trong mong gì tui ủng hộ lg nữa. bệnh đột tử của lg là ám ảnh của anh em trên diễn đàn và trong đó có tôi.,135,35
594,-1,"đột phá của iphone vị trí dải ăngten được bố trí lại, vĩ đại quá, 3",67,16
595,-1,vâng siu phẩm lặn mất tăm sau 1 năm không bán được hàng giờ nói ra chắc chả mấy người biết bphone là gì,103,24
596,-1,chiếc sony xấu dã man,21,5
597,-1,"trước giờ xài toàn iphone, nhưng giờ thấy nản. muốn đổi sang sam, mà hóng anh nokia.",84,17
598,-1,mọi người đừng mua lg . mình mua lg g2 10t được 2 năm mới lên đời s7e . cho anh trai con g2 dùng chưa được 2 tháng thì liệt cảm ứng. mang tiếng quá.,148,36
599,-1,bạn vứt cái điện thoại đó đi . iphone là chúa dở nhiều bệnhchờ i7 ra mua mới luôn xài cho đã,84,21
600,-1,máy mình cũng gặp lỗi lâu lâu hết pin là tắt máy luôn. đem ra bảo hành họ pó tay bạn.,85,21
601,-1,"sắp hết thời rồi, cái cảm giám sung sướng khi cầm iphone 4 chắc không bao giờ trở lại được.",91,20
602,-1,"xấu tệ, thiếu sáng tạo",22,5
603,-1,thiết kế thua xiaomi mi5.,25,5
604,-1,"thế hệ iphone 7 rồi đến 7s cũng sẽ y kiểu này thôi, không đẹp bằng iphone 6!",76,18
605,-1,ban sài qua ios với android sẽ rõ nhé.cái điện thoại andoid 10 triệu dùng 1 năm là đơ đơ dùng ngán như con dán cười,113,26
606,-1,không choi pohonne 5 6 7 hết thời rồi,37,7
607,-1,lại sắp giống nokia rồi. lên đỉnh rồi xuống dốc. đó là quy luật thôi.,69,15
608,-1,chu kì hưng thịnh của iphone đã qua.,36,8
609,-1,đang dùng 6 plus nhưng đến cái ghi âm cuộc gọi củng khó nữa. buồn.,66,15
610,-1,tới khi đó ra đường thấy một số người mắt khác thườngbây giờ chưa ra thì hầm hố lắm tới khi mua về sẽ thấy bất tiện khi ai đeo kính râm và sử dụng trong bóng tối,161,38
611,-1,"phải làm sáng màn hình, rùi vuốt lên, lúc đó máy mới quét...tận 3 bước...lâu hơn vân tay sáng màn hình rùi chạm vào là unclock .",129,26
612,-1,iphone ngày càng trở nên nhạt nhẽo,34,7
613,-1,apple hết ý tưởng cho iphone. vẫn dậm chân tại chỗ.,51,11
614,-1,"từ 6 lên 6s có khác gì đâu, bây giờ không lẽ giống tiếp",51,14
615,-1,"thôi hẹn iphone vào năm sau nhé. năm nay vẫn lồi ra, nên thất bại rồi.",70,16
616,-1,iphone cũng can ý tưởng rồi,27,6
617,-1,có thể không gây nên cơn sốt như những thế hệ trước,51,12
618,-1,gét ss,6,2
619,-1,mình mới mua con wiko sài vừa hết bảo hành là lỗi phần mền đưa ra tiệm sữa nhưng họ bảo thay mai hết 3 củ giờ mới bit tiền nào của nấy.,135,33
620,-1,"cấu hình này mà pin 1800 thì xin thưa, điện thoại đi tới đâu sạc theo tới đó, tiền nào của đó không có chuyện rẽ đẹp bền cho bn xài đâu nha.",137,33
621,-1,android mà ram 1g thì thôi rồi. lúc test thử nghiệm hay khi mới mở hộp kiểm tra ở tiệm thì còn thấy ngon ngon. mang về dùng 1 tuần đi rồi thấy cái cảnh khổ sở. ram 1g thì chỉ có thể là windows phone thì may ra còn ổn.,217,51
622,-1,"thôi. tiền nào của đó. mua cái điện thoại khung kim loại 2tr. xài được 6 tháng.. viền kim loại cong vênh, bung ra. nắp vỏ thì hở. loa nhỏ lại thêm cái nhiễu điện nữa. ôi hối hận.",168,38
623,-1,mình dính cái z2 bị vỡ màn hình và vỡ mặt sau. khôn hiểu chức năng chống nước kiểu gì mà mới rớt vô nước 1 xíu mà đơ luôn.,122,30
624,-1,"ối giời, thế này thì cũng kém như iphone thôi, ss xem lại danh hiệu dẫn đầu công nghệ đi",88,20
625,-1,"chất của ss, làm ra những tính năng thừa thải để rồi tịt ngòi",59,14
626,-1,thua cây s7 thường của mình.,28,6
627,-1,s7 thất vọng quá,16,4
628,-1,máy nhìn thô quá,16,4
629,-1,"kiểu dáng xấu, na ná nhau giữa các dòng máy trung quốc huwei, xiaomi, meizu... , tôi cho rằng đó là một thiết kế rẻ tiền !",123,26
630,-1,chắc là snap 820 giống bphone 2.,32,7
631,-1,mình hơi ghét samsung khi cho việt nam dùng chíp exynos. dùng hàng xách tay thì không yên tâm,90,19
632,-1,"vâng, apple đã giải quyết xong nguy cơ dùng sạc đểu vừa sạc vừa nghe nhạc bị điện giật. và tôi xin phép không dùng iphone 7 vì mấy cái tai nghe của tôi không cắm được vào cổng lightning cười .",184,41
633,-1,nhìn cái tai nghe củ chuối quá,30,7
634,-1,ít hôm có headphone jack lightning converter làm cho iphone7 thêm cồng kềnh.,78,14
635,-1,lại mất thêm một lượng khách hàng rồi,37,8
636,-1,với cái tai nghe đi kèm của iphone thì mong gì chất lượng âm thanh tăng cười,83,17
637,-1,tăng được chất lượng âm thanh thì đã không có chuyện để nói.,60,13
638,-1,"4g bên korea còn rớt lên rớt xuống. khởi đầu sao thấy cái gì cũng rầm rộ, rồi từ từ thì....",91,21
639,-1,chỗ tôi 3g vẫn còn chập chờn 3g lúc nhảy xuống e,48,12
640,-1,hèn gì gần đây 3g trên máy tui cứ như rùa bò,44,12
641,-1,"tốc độ thì tuyệt vời nhưng pin ngốn khá nhanh gấp 3 lần 3g, chắc do còn ít cột ăng ten? , hy vọng sau khi tối ưu cấu hình mạng thì tình trạng tốn pin không còn thì mới dùng được.",179,41
642,-1,haizzz z công nghệ viễn thông việt nam chậm hơn nhiều mấy nước trong khu vực và thế giớimong sao phát triển nhanh để người dân được trải nghiệm công nghệ cao theo kịp những nước phát triển. !,189,39
643,-1,"tôi dùng 4g ở hà nội mà toàn bị rớt xuống 3g, chập chờn. mà cũng chả nhanh hơn là bao, không ổn định bằng 3g.",106,26
644,-1,bên nhật mà 4g cũng chậm thì đừng nói vn.,41,10
645,-1,mang danh tablet mà có 5.5 inch ai mà mua,44,10
646,-1,thiết kế mặt lưng xấu quá,25,6
647,-1,"với mức giá này tôi chọn zenfone laser lte, camera tốt hơn, thông số tương đương, rẻ hơn 1tr, và không phải hàng tq",126,24
648,-1,"xấu và yếu thậm tệ, nói chung là thảm họa, chúc cty oppo vn mau đóng cửa",72,17
649,-1,"cùng mức giá này,nếu dùng hàng tq ta có rất nhiều máy của xiaomi,huawei với thông số cao gấp rưỡi đến gấp đôi và chất lượng thì đã được kiểm chứng là tố khóc óm lại là bỏ qua ốp bồ.",178,39
650,-1,cùi lắm,7,2
651,-1,giá ảo tưởng. bảo hành tệ. quảng cáo dày đặc. nên tránh xa mấy con này,70,16
652,-1,mức giá này tôi thà chọn lg g4 cũ hoặc xiaomi note pro con ngon hơn,74,16
653,-1,oppo đã thành công và được giới trẻ yêu thích. càng về sau thì càng copy kiểu dáng của apple. ấn tượng về oppo ngày càng phai dần theo thời gian. đừng cố tạo vỏ bọc bên ngoài mà bên trong thì quá nhàm chán.1 tín đồ oppo thay lời muốn nói,237,52
654,-1,"mua oppo thà mua mobistar ủng hộ thương hiệu việt, ngoài ra có xiaomi mi4",73,15
655,-1,"nản với cái giá, mua oneplus x ngon đẹp",39,9
656,-1,"oppo ảo tưởng giá trị với những anh ss, sn, lg,... tôi vô những trung tâm điện thoại, chẳng bao giờ màng đến cái tên oppo. giá ở trên nóc.",138,30
657,-1,"4,49tr! oppo đang bị hoang tưởng khi trang bị cho chiếc điện thoại này một cấu hình không thể tin nổi! vẫn thấy vui vì chưa 1 lần dùng oppo!",140,30
658,-1,"một thiết kế không thể xấu hơn,chào mừng apple ra nhập với đội htc,cổ phiếu của apple sẽ sụt như chong chóng tụt sau khi iphone 7 và ip7 plus ra mắt cho mà xem !",161,36
659,-1,"iphone càng ngày càng nhàm chán, tù thiết kế, công nghệ luôn đi sau sam sung,lg và htc",86,18
660,-1,"nut nay vo bo, nen them nut back tren man hinh thi tot",54,13
661,-1,nếu thực sự đây là ip7 thì doanh số sẽ tụt dốc thảm hại vì không có gì mới cả về kiểu dáng lẫn tính năng.,105,26
662,-1,"mặt trước đẹp, mặt sau nhìn xấu đê tiện luôn....",48,10
663,-1,"ip7 đây sao, xấu dữ vậy trời",28,7
664,-1,"chán nhỉ, chẳng có j hay cả chẳng có lý do j để lên đời em iphone 6 này cả",74,20
665,-1,"cứ chờ chờ mãi cuối cùng càng chờ thì càng thất vọng .biết thế làm con 5s cho rồi ,vì mình vẫn thích cái đường viền kim loại khỏe khoắn đó hơn chỉ tiếc phần bao tren dưới quá to làm màn hình bé xíu mà mắt thì kém .",214,50
666,-1,"ý tưởng của iphone đã cạn, chỉ còn độn phần cứng thôi, tiếc thay!",65,14
667,-1,"trơn tuồn tuột, không đẹp",25,5
668,-1,"vậy thì mình cứ tiếp tục với 6 plus, chả việc gì phải phí xu khi thay đổi chưa tạo sự khác biệt rõ rệt",102,25
669,-1,nói chung là cũng hết ý tưởng rồi!,34,8
670,-1,xấu thật,8,2
671,-1,tim cook đang nỗ lực cải lùi iphone. steve jobs mà thấy thiết kế như vầy chắc đội mồ sống dây.,94,21
672,-1,vâng tim cook đang dần từ bỏ những di sản đặc trưng không thể nhầm lẫn của iphone do steve jobs để lại,99,23
673,-1,nút quay lại vô cùng tiện lợi thì không có nhưng lại có nút chuyển đổi chế độ rung chuông . có lẽ apple để dần nhận ra sự ngớ ngẩn.,136,31
674,-1,"xấu không tả nổi, hết nghĩ ra được mẫu để thiết kế rồi.",55,13
675,-1,"tôi chẳng thấy tuyệt chỗ nào. có smartphone cũ không dùng mang đi đập gấp, chẳng dám cho chẳng dám bán nữa vui",109,23
676,-1,"htc mới ra to mồm hét giá, đến lúc không bán được lại như kiến con thu mình hạ giá 1 nửa kkkkkkk",91,23
677,-1,"sai lầm của htc cứ lặp đi lặp lại là giá quá chát, lại ra sau các đối thủ... thật chẳng hiểu htc sao không nhận ra điều đó",122,29
678,-1,"định giá ban đầu cho htc10 cao quá, hãy bán với trị thực thì sẽ khá hơn.",72,17
679,-1,thấy mấy bác hô hào mua em ấy nhiều lắm mà sao vẫn ế. hay vẫn hài lòng với htc m7 giống như iphone 5s thay vì mua 6s.,117,29
680,-1,"phần cứng htc làm khá tốt, chưa kể các sense khá ok, nhưng giá thì trên trời, maketing quá kém",94,20
681,-1,"màn hình to quá mà giá mắc quá, cứ làm con htc 10 mini 4,5 inch giá phải chăng mình mua ngay",92,22
682,-1,samsung ra máy lia lịa vậy trời?không còn có thể nhận biết đời nào nửa luôn...không biết ra vậy để làm chi vậy trời?,108,24
683,-1,tránh xa samsung. giá luôn trên trời. chất lượng thua xa nokia lumia. nokia lumia là số 1. dùng nokia xong mới thấy tuyệt vời. đẳng cấp. mượt mà. gấp 100 lần samsung. giá máy luôn là giá trị thật. giá máy samsung là 10 thì có 7 là thương hiệu còn giá trị thật của máy samsung chỉ là 3 10.,288,61
684,-1,bán của nợ nay cho ai nữa trời,30,8
685,-1,"bàn phím vật lý vẫn ở lại, và blackberry phải ra đi khỏi thị trường 1 sớm 1 chiều thôi. nếu như blackberry có tài chính mạnh để duy trì thì hãy cứ tiếp tục theo đuổi điều mà số đông ng sử dụng không thích. tài chính cạn kiệt, mà bb không có sản phẩm thuần cảm ứng android để chạy theo xu hướng yêu thích của số đông ng dùng trên thị trường, chỉ có nước ngỏi của tỏi.nói thực, cái bàn phím vật lý của blackberry đã quá lỗi thời, xuất hiện trên chiếc smartphone không phù hợp, nhìn thô thiển khỏi phải bàn. làm kinh doanh, mục đích chính ngoài chất lượng, còn phải có chú trọng sở thích của khách hàng mới đem về doanh thu. sản phẩm sản xuất ra, chỉ để đáp ứng cho thiểu số ng dùng, thì bb chuẩn bị bán thân cho tq 1 sớm, 1 chiều, với giá như bèo, là điều khó tránh.",755,165
686,-1,mình thì không sao bỏ được cái bàn phím vui lắm này. xh giờ chuộng cái hư vô nên bàn phím ảo hot nhưng những người theo trường phái classic cũng không quá ít!,153,33
687,-1,"có cái thương hiệu cấu hình chưa phải mạnh nhất ,hét giá ngất trời ế là phải thôi",81,18
688,-1,trong khi sản phẩm của các hãng khác ngày càng hoàn thiện thì sản phẩm của ông này ngày càng chán. priv là một ví dụ điển hình. kiểu gì cũng phá sản thôi,147,33
689,-1,"ông bb không tệ, nhưng tệ là các lãnh đọa cứ ảo tưởng mình quá mạnh mà chết. giảm giá máy và mở rộng kênh bán hàng như thiên hạ thì với sức mạnh của bb sẽ sống. ảo tưởng sức mạnh ngông cuồng giá trên trời, bán thì thu gọn trong mấy cửa hàng ọp ẹp thì chỉ có bế tắc và bán cho tq nhanh thôi.",290,68
690,-1,nói chung thằng em mình mua 1 cái sau 15 ngày trải nghiệm đã lên đường về với chủ cũ chấp nhận mất 15 giá trị máy và thêm tiền mua air 2,137,33
691,-1,thua ipad nhất là dùng sau 2 năm,34,9
692,-1,lại khăn gói theo tiếng gọi của nokia thôi... windows phone giờ tàn lụi quá rồi.,80,16
693,-1,đợi ip 8 ra rồi mua luôn cho nó thay đổi kiểu dáng chứ nhìn kiểu này chán quá.....,82,19
694,-1,muốn mua một cái nhưng đắt quá.,31,7
695,-1,"các chế nói điện thoại zenfone là loại ngon bổ rẻ. nhưng rất tiếc, dùng 2 cái không ưa cái nào âm thanh loa rất nhỏ, pin nhanh hết, dùng được thời gian ngắn là máy nóng ran. hệ điều hành cài nhiều ứng dụng riêng của hàng nên khi so sánh với máy khác cùng cấu hình thì có vẻ zenfone chạy chậm hơn. rất tiếc, em sẽ không bao giờ chọn điện thoại của asus nữa, thông cảm nha.",376,83
696,-1,quá xấu,7,2
697,-1,classic giá cao quá.,20,4
698,-1,nói thật dùng classic chủ yếu là kiểu dáng chứ trải nghiệm không như kì vọng,76,16
699,-1,"đang đã và dùng torch 9800, z30 và pp, từ ngày chuyển sang ceo gốc china, mình cảm thấy không thoải mái lắm, nay nghe tin mảng di động sắp ngưng thì dù hổ trợ os10 thêm 2 năm nữa thì mình cũng đang tìm con nào thay thế dần là vừa.thật tiếc.",240,53
700,-1,"mình thích xài hãng này,nhưng sao nó rơi vào tay trung quốc ?chắc mình không từ đây.",84,17
701,-1,"nói thật chứ nếu bỏ giai đoạn bán z10 và q10 đi, có lẽ mọi chuyện đã khác rồi. classic giá cao trong khi đó cấu hình ngang ngửa q10. quá buồn. mấy ông ceo bảo thủ...thay đổi sớm thì có lẽ khác rồi. tạm biệt 1 đế chế... bold 9000, 9700,9780, 8800,8820, q10, classic, passport . quá hụt hẫng.",291,59
702,-1,thật tiếc cho bb...chết vì quá bảo thủ !,40,9
703,-1,"ôi cái lưng nó thiết kế cù lần vãi , dù mặt trước đẹp quá . nếu lưng nó mặt kính hay phẳng giá tầm 300 thì ngọt . sấu quá bb ơi , dù tôi vẫn dùng 9780",151,39
704,-1,"cứ nghe đến iphone là thấy mùi làm tiền, phụ kiện chuyển đổi rắc rối, kết nối rất lằng nhằng",92,20
705,-1,"nếu bỏ giắc 3.5 là phản bội người dùng. tôi có 6 tai nghe của apple, sennheiser, beats...đều dùng giăc 3.5. nếu bỏ thì tôi phải mua đầu chuyển, tốn thêm tiền và rườm rà. thật bất công, muốn bỏ ip ghê",199,42
706,-1,"steve jobs thì ngày càng sáng tạo ra cái mới, tim cook thì ngày càng bỏ đi những cái củ, cái mới chẳng thấy đâu.",130,25
707,-1,"tai nghe bluetooth tiện lợi nhưng cho chất lượng âm thanh không bao giờ bằng tai nghe có dây, chưa kể giá bán rất cao, tai nghe bị chai pin là chỉ có vứt đi thôi.",162,36
708,-1,"thôi phát sợ sony rồi. tôi mua m5 năm ngoái hứa hẹn lên thẳng android 6 mà giờ lại kẹt ở 5.1, chắc không có 6 luôn. trong khi đó m5 giá đắt gần bằng flagship mấy hãng khác. pin cũng không được 2 ngày như tuyên bố. không có phần mềm quản lý file mặc định, file commander phải trả tiền để hết quảng cáo. kết chất lượng máy ok nhưng support thì cạch đến già hãng này.",365,79
709,-1,viền thì mỏng mà viên trên và viền dưới thì siêu dày....nhìn mất cân đối,72,15
710,-1,"viền dưới thì dầy cộp. sao không để mấy nút home, back ở đó mà cứ đưa vô cái màn hình làm gì???? xài ức chế",104,26
711,-1,"tôi cũng không thích phím ảo trong màn hình, cứ cảm thấy vướng, mặc dù xem video nó nhỏ đi như cái chấm.",104,23
712,-1,có ai thấy màu xấu quá không. nhìn cứ dại dại. và 2 cạnh trên dưới thừa quá nhiều. điểm yếu cố hữu của sony,104,25
713,-1,sao không bỏ bớt phần viền trên và dưới luôn chứ nhìn vậy vẫn chẳng có gì là mới cả.,84,20
714,-1,"chống nước, có cũng như không thôi thưa anh sony. tôi mua z5 premium chỉ nghe điện thoại dưới trời mưa mà đã bị nước vào, mang đi bảo hành thì sony khẳng định tôi sử dụng chụp ảnh dưới nước và từ chối bảo hành. cãi nhau mãi không được chán quá nên cầm về làm kỉ niệm !",263,60
715,-1,"là khách hàng trung thành với sony..nhưng giờ thấy nản với sony quá..xperia xa không chống nước ? 1 loa phía trên,phía dưới không có loa,sao không cho các phím điều hướng ra ngoài ??? phải chăng sony quá bảo thủ ?",213,42
716,-1,"công nhận xấu, xấu hơn dòng z nhiều",35,8
717,-1,"sony sao chưa delete mảng mobile đi ! điện thoại sony dùng chán ẹc ! bản thân mình cũng là người thích đồ sony từ tivi tới máy nghe nhạc, rồi tai nghe...! riêng dòng sony xperia thì mình cạch tận già sau 3 đời dùng xperia, muôn thủa máy nóng vô lý, camera mang tiếng sản xuất cho các hãng khác nhưng camera tệ....bệnh muôn thủa !! định giá cao so với chất lượng đem lại cho người dùng !! tiếc cho 1 thương hiệu!...",420,88
718,-1,"từ thời nào nữa mà còn pin 2300 hả sony ơi,ss 6tr thôi là cũng có cục pin 3300 rồi",82,20
719,-1,cam giac man hinh no bi o vang,30,8
720,-1,"còn nào mà mấy nút home, back...ở trong màn hình là cho qua, chẳng đời nào rớ tới, trải nghiệm thử đã bực mình nói chi mua xài",126,28
721,-1,"viền dưới dầy mà không có nút home vô tình nhìn có cảm giác thô kệch, không cân xứng với viền trên. thêm nữa điện thoại sony cho cảm giác mỏng manh dễ vỡ lắm.",158,35
722,-1,thiết kế thua samsungsamsung thiết kế cân đối đẹp hơn,53,10
723,-1,"sony ngày càng lạc hậu...đúng là cái gì cũng có một thời rồi lại sẽ lỗi thời.sony z premium màn hình thì ám xanh ám tím,không trong trẽo,màu sắc thì nhạc nhẽo,thiếu trung thực,đồ hoạ và giao diện thì cũ rít..,máy thì nóng,thiết kế cỗ lỗ sĩ,loa ngoài thì ồ ồ,còn camera đình đám 21 chụp thua con oppo,chụp hình chậm nào canh nét canh sáng...zoom lên tí bể nát hình,canh chỉnh lôi thôi chẳng ra gì...thua",398,77
724,-1,nói thật xấu hơn z nhiều! e đang dùng xperia ray 2011 không có gì phải phàn nàn! còn sony sau này giá chát thôi hết dám rớ tới cười,126,30
725,-1,pin vậy thì làm ăn cái gì. đêm sạc đầy buổi sáng uống cafe đọc báo tý chắc hết 50 . rồi. nản cả giá,99,24
